X,Y,hash,number,street,unit,city,district,region,postcode,id
-78.0735864,41.3288079,7c0df3894d2934bd,"193",BENSON RD,,,,,,"6529"
-78.0729598,41.3287445,988f9661ad458003,,,,,,,,
-78.0710514,41.3287438,f42703e1881c57f4,,,,,,,,
-78.0730182,41.3286415,d45bc03715fddb05,"196",BENSON RD,,,,,,"7582"
-78.0737762,41.3284739,6386533affe16334,"163",BENSON RD,,,,,,"5476"
-78.0731619,41.3284538,7ba3247f18a9db4a,,,,,,,,
-78.0723128,41.3281798,64a096c435dffc75,"756",FIRST FORK RD,,,,,,"9376"
-78.0728082,41.3277177,b57fa8ceed73797e,"720",FIRST FORK RD,,,,,,"8149"
-78.0737033,41.3277,338c159bd90b84a5,"687",FIRST FORK RD,,,,,,"5198"
-78.071223,41.3276872,4ed48f03e5970d84,,,,,,,,
-78.071223,41.3276872,4ed48f03e5970d84,,,,,,,,
-78.0732989,41.3266903,d64e9ccfa9c24e01,"650",FIRST FORK RD,,,,,,"7801"
-78.0737243,41.3264758,55260cd5aa8a2098,"626",FIRST FORK RD,,,,,,"5784"
-78.0746883,41.3257855,177148fa12f37d34,"556",FIRST FORK RD,,,,,,"3429"
-78.0746188,41.3256045,37cf837d2605a281,,,,,,,,
-78.0723883,41.3255355,0807907bd4b8d55d,"61",RIVERVIEW PATH,,,,,,"9359"
-78.0753798,41.3254025,19324279a9781f34,"512",FIRST FORK RD,,,,,,"1335"
-78.0376098,41.3254001,e4958033dbce3ef4,"2906",MONTOUR RD,,,,,,"5301"
-78.0373877,41.3253216,277c63bb2c5138f2,,,,,,,,
-78.0728398,41.325226,3e53979e60f95f1a,"531",JERICHO RD,,,,,,"8228"
-78.0721034,41.3252227,8ca8d504c3bfdf96,"37",RIVERVIEW PATH,,,,,,"0238"
-78.0718157,41.3250889,284a3484e1c4d03b,"28",RIVERVIEW PATH,,,,,,"1203"
-78.0725028,41.3250294,1a523f1e60b2c46b,,,,,,,,"9221"
-78.0722024,41.3249619,fa327c0d5738c840,"11",RIVERVIEW PATH,,,,,,"0108"
-78.0732204,41.3248344,57d2140020a81fac,"510",JERICHO RD,,,,,,"7124"
-78.0725559,41.3247574,1b4b27a393212c91,"558",JERICHO RD,,,,,,"9101"
-78.0723866,41.3246579,c4b765418e1f3e8e,,,,,,,,"9057"
-78.0715918,41.3246441,102a39835eb59854,"31",SUMMERSON LN,,,,,,"1077"
-78.0720172,41.3245974,12c9013473c9d0bf,"16",SUMMERSON LN,,,,,,"0055"
-78.0284746,41.3246199,ec2b2f3560fbcf3e,"3240",MONTOUR RD,,,,,,"0012"
-78.0717264,41.3244666,7c1d0c60b3790717,"34",SUMMERSON LN,,,,,,"1030"
-78.0722699,41.3244535,10dfd4c04a3ad116,"71",DEXTER RD,,,,,,"9080"
-78.0721447,41.3243585,4667dca8a045294d,"61",DEXTER RD,,,,,,"0916"
-78.0738812,41.3243114,fcfd315893631328,"458",JERICHO RD,,,,,,"5945"
-78.0716079,41.3243076,ea1efa8fed2e3f6f,"44",SUMMERSON LN,,,,,,"1964"
-78.0718468,41.324262,e47faca0ed88fc32,"41",DEXTER RD,,,,,,"1903"
-78.0719325,41.3241896,fcdb64198bff0a0c,"43",DEXTER RD,,,,,,"0970"
-78.0713602,41.324112,186de603800d8c5d,,,,,,,,
-78.0710151,41.3240763,4d8c35625ed7b4ff,"78",SUMMERSON LN,,,,,,"3826"
-78.0716964,41.3240084,be20d1d579af30ca,"27",DEXTER RD,,,,,,"1844"
-78.0534502,41.4415504,749222f6fb488bdc,"10203",FIRST FORK RD,,,,,,"3604"
-78.0506829,41.4412484,8ed705674cc70b8e,,,,,,,,
-78.0537236,41.4406038,bb049a93ff1ecb25,,,,,,,,
-78.0537236,41.4406038,bb049a93ff1ecb25,,,,,,,,
-78.0514918,41.4406084,d668f9d9804896ec,,,,,,,,
-78.0514921,41.4406084,ba38d01e1b773464,,,,,,,,
-78.051668,41.4405896,2e60522b91a4c0d4,"10172",FIRST FORK RD,,,,,,"7299"
-78.0534459,41.4403516,5924e410a6744f0c,,,,,,,,
-78.0541888,41.4402057,eba10c9cf08dd8cf,,,,,,,,
-78.0512991,41.4400639,d7ba480cadad7065,"10132",FIRST FORK RD,,,,,,"8190"
-78.0538624,41.4399789,ac11337ddf6a0867,,,,,,,,
-78.0534339,41.4398577,8ce73b14f7405e40,,,,,,,,
-78.0530066,41.4397196,71f9b10dc4818cf0,,,,,,,,
-78.0509328,41.439348,b57c81ba40184ce5,"10078",FIRST FORK RD,,,,,,"9894"
-78.0516347,41.4392833,faf4de317a6114d8,,,,,,,,
-78.0506454,41.4392754,a8ffd88fcf8bf9c7,,,,,,,,
-78.0513498,41.4388369,3f074b136098876d,"10055",FIRST FORK RD,,,,,,"8675"
-78.0512157,41.4385035,9209007c34b8ead0,"10031",FIRST FORK RD,,,,,,"9513"
-78.0515017,41.4376603,bd8404af60af9023,,,,,,,,"8233"
-78.0410167,41.4365531,72cd64372df51083,,,,,,,,
-78.041112,41.436157,391ec82fe10f6e39,"2126",PARK RD,,,,,,"6677"
-78.0411426,41.4357899,d630ab1456bab95b,"2122",PARK RD,,,,,,"6573"
-77.9889946,41.4335739,8a9d0ed918bf23f6,"13158",MONTOUR RD,,,,,,"9668"
-77.9890874,41.4335104,794b3bc5e12c1f09,,,,,,,,
-78.0802461,41.4233753,4c35a51a4524e204,,,,,,,,
-78.0304728,41.4231932,a42516b11d27bc6f,,,,,,,,
-77.9897906,41.4211604,e0e453f55dfda3b5,"12157",MONTOUR RD,,,,,,"7136"
-78.0304532,41.4202025,e5a3d0c5ab8f9479,"8288",FIRST FORK RD,,,,,,"5884"
-78.0308303,41.4197682,4bfebcb6e009c125,"8271",FIRST FORK RD,,,,,,"4679"
-78.0316011,41.4197241,df53ff3b1f7cf197,"8279",FIRST FORK RD,,,,,,"2667"
-78.0317717,41.4197187,d5c83643a208a69e,,,,,,,,
-78.0307746,41.419611,c22b0ff56baa0229,,,,,,,,
-78.0308819,41.4196021,1987cbd1a0f8a71a,,,,,,,,
-78.0310063,41.4196002,c70c86b76cb63ef4,,,,,,,,
-78.0311383,41.4195987,47c74c6dad6e180d,,,,,,,,
-78.0511589,41.4121519,444a5eb60a1e0341,,,,,,,,
-78.09599,41.4103874,b504bb440eede831,,,,,,,,
-78.0218578,41.4048046,ad1efb3f77796769,"7056",FIRST FORK RD,,,,,,"9223"
-78.0215079,41.4047493,77ff862fec417afd,,,,,,,,
-78.021931,41.4044485,55290788507f9cfb,"7048",FIRST FORK RD,,,,,,"9100"
-78.0179861,41.4043247,e65d4d0895552d47,"592",SWANK RD,,,,,,"9085"
-78.0217819,41.404255,6770c5a1c113d5c9,,,,,,,,
-78.0183008,41.4040402,7491d1ddbf43d8fb,,,,,,,,
-78.0181693,41.4037948,964c0a86bf5e9169,"577",SWANK RD,,,,,,"9836"
-78.0180924,41.4035772,fd176303cf481334,"553",SWANK RD,,,,,,"9758"
-78.0223612,41.4030397,3e715d28c0a13889,,,,,,,,"7588"
-78.0222854,41.4029175,396113364e5c45ba,,,,,,,,
-78.0218888,41.4028622,19f7ab8c8489bd2a,,,,,,,,
-78.0220256,41.4028101,e1aecba58e98573c,,,,,,,,
-78.0224453,41.4028087,69b4151f00e64496,,,,,,,,"7550"
-78.0221332,41.4027029,5b2f93101d912fa9,,,,,,,,
-78.0223993,41.4027001,75c9a652189622c3,,,,,,,,
-78.0237021,41.4025522,ab649979b58bf0f5,,,,,,,,
-78.0240377,41.4025167,32fd6f8703007a10,,,,,,,,
-78.0237557,41.4024255,17694f77161478ad,,,,,,,,
-78.0218054,41.4020444,f659e474adeeeb7b,,,,,,,,
-78.0222423,41.4019738,d72e432523929f2f,,,,,,,,"8210"
-78.027783,41.3977529,24a6144aef45f0c7,"6356",FIRST FORK RD,,,,,,"2686"
-78.0868282,41.3965196,26d28d24422f31a8,"6839",LICK ISLAND RD,,,,,,"0287"
-78.0289236,41.3960418,321f1d4896e7ce18,"6243",FIRST FORK RD,,,,,,"9074"
-78.0283592,41.3959909,059ea3d0a0f5dee3,,,,,,,,
-78.0288842,41.3958702,8b912f46d7971ee7,"6231",FIRST FORK RD,,,,,,"9988"
-78.0288437,41.3956886,b741f4a40251ea2c,"6217",FIRST FORK RD,,,,,,"9991"
-78.0282741,41.3954952,11ac55a356c08d57,"6204",FIRST FORK RD,,,,,,"1854"
-78.028847,41.3954253,9ad81f5bf273da78,"6199",FIRST FORK RD,,,,,,"9892"
-78.0280106,41.3952264,acdff63fa2995cf6,,,,,,,,
-78.0282232,41.3950829,a633621b342fb4f5,"155",SUNSET DR,,,,,,"1669"
-78.0279309,41.3950204,eb255a40eafbd158,,,,,,,,
-78.0281845,41.3949921,6df0a043f7580664,"143",SUNSET DR,,,,,,"1676"
-78.0278981,41.3949325,007a3b3dbd5f8032,,,,,,,,
-78.0281811,41.3949105,8d45a024e1dd7e37,"139",SUNSET DR,,,,,,"1673"
-78.0281766,41.3948386,49bb9c0a9defbc3e,"133",SUNSET DR,,,,,,"1670"
-78.0281563,41.3947644,0a59a1e78aac5f4f,"127",SUNSET DR,,,,,,"1587"
-78.0278518,41.3947597,80e4b7a25e2e60f7,,,,,,,,
-78.029306,41.3947438,c5c352d28c7e40dc,"6121",FIRST FORK RD,,,,,,"8567"
-78.0281809,41.3946822,0d475860a9d92c79,"123",SUNSET DR,,,,,,"1574"
-78.0278375,41.3946148,af791a5f544c0818,"116",SUNSET DR,,,,,,"2572"
-78.0281437,41.3945793,522f50aea438ae4f,"115",SUNSET DR,,,,,,"1581"
-78.0281582,41.3945048,5f194041599eddc3,"109",SUNSET DR,,,,,,"1488"
-78.0281457,41.3944008,fe587466d4dba3f8,"101",SUNSET DR,,,,,,"1484"
-78.027754,41.3943774,f4e64e8b7d019b23,"88",SUNSET DR,,,,,,"2493"
-78.0280886,41.3942434,dd04242cfbbbbe5a,"57",SUNRISE CT,,,,,,"2308"
-78.0279249,41.3941466,908ae186dfc9a38d,"75",SUNSET DR,,,,,,"2345"
-78.0281413,41.3941344,2ef8292cce4ca04a,"49",SUNRISE CT,,,,,,"1384"
-78.0279274,41.3940609,4b089723c09b6846,"69",SUNSET DR,,,,,,"2342"
-78.0281439,41.3940594,b528d42984678d23,"45",SUNRISE CT,,,,,,"1382"
-78.027902,41.3939861,ace304253e6f28db,"63",SUNSET DR,,,,,,"2259"
-78.0281295,41.393978,8ee5c62722abbd4e,"39",SUNRISE CT,,,,,,"1289"
-78.0279056,41.3938989,bf2e0872384f2307,"57",SUNSET DR,,,,,,"2256"
-78.0281326,41.3938886,b356dfcdadb730bf,"33",SUNRISE CT,,,,,,"1286"
-78.0276321,41.3938409,fddeca1139b8006d,"54",SUNSET DR,,,,,,"3224"
-78.0281207,41.3938216,5216c9afd026424e,"29",SUNRISE CT,,,,,,"1293"
-78.027894,41.3938216,f7ec8ad683244ca6,"51",SUNSET DR,,,,,,"2253"
-78.027916,41.3937146,98a00e738d94b965,"43",SUNSET DR,,,,,,"2149"
-78.0281388,41.3936689,37c0e5d7f4aadfe8,"17",SUNRISE CT,,,,,,"1188"
-78.0279181,41.3936312,11a44552162d6651,"39",SUNSET DR,,,,,,"2146"
-78.0275655,41.3936317,169136e2879b8c73,,,,,,,,"3146"
-78.0281931,41.3935614,df46ce59c6ac1148,"9",SUNRISE CT,,,,,,"1174"
-78.0285979,41.3935561,16d6101c7a21ac05,"6069",FIRST FORK RD,,,,,,"0163"
-78.0279256,41.393536,bddef1bc4abe97c3,"27",SUNSET DR,,,,,,"2143"
-78.027592,41.3934927,f6321bb4c4416508,"36",SUNSET DR,,,,,,"3131"
-78.0285719,41.3933679,ac3530a7a05faa16,"6057",FIRST FORK RD,,,,,,"0067"
-78.0276109,41.3933215,0acb7ed8f9a20c37,"158",HAWKS PATH,,,,,,"3035"
-78.0285559,41.3931886,107b4c1265d0822a,"6043",FIRST FORK RD,,,,,,"0070"
-78.0275371,41.3930531,fb3f81ca91c7d42a,"142",HAWKS PATH,,,,,,"3955"
-78.0285633,41.3930329,385be6e564d8bee7,"6033",FIRST FORK RD,,,,,,"0964"
-78.0276247,41.3927933,a37cb24b4dedc141,,,,,,,,"3826"
-78.0285879,41.3926557,505b5c37692f31ad,"6009",FIRST FORK RD,,,,,,"0861"
-78.0275722,41.3926345,74c14e78ea5c63c2,"112",HAWKS PATH,,,,,,"3840"
-78.0276011,41.3923645,2d97b071b1db4a55,"94",HAWKS PATH,,,,,,"3730"
-78.0286391,41.3923429,186cb6fb7641c483,"5985",FIRST FORK RD,,,,,,"0649"
-78.0277414,41.3921884,7a77ade33315423b,"80",HAWKS PATH,,,,,,"2694"
-78.0286928,41.3921415,8fd2ed60c0c82764,"5971",FIRST FORK RD,,,,,,"0632"
-78.0286866,41.3919745,254343fab71a2776,"5959",FIRST FORK RD,,,,,,"0536"
-78.0280548,41.3918931,3f8c146686a02a07,"63",HAWKS PATH,,,,,,"2503"
-78.0288713,41.3917609,34c69d4052499ed6,"18",KEPHART RD,,,,,,"9488"
-78.0276673,41.3917466,80e05a6a05dfc063,,,,,,,,"3417"
-78.0280866,41.391683,08fc41d077bc5782,"17",HAWKS PATH,,,,,,"1495"
-78.0277504,41.3916323,65bdacb69eb442ab,"42",HAWKS PATH,,,,,,"2493"
-78.0288759,41.3916227,17431422974ea7da,"14",KEPHART RD,,,,,,"9483"
-78.0279179,41.3914091,166ed6e87bca13e2,"32",HAWKS PATH,,,,,,"2345"
-78.0291678,41.391405,f2180121435a152b,"28",KEPHART RD,,,,,,"9305"
-78.0283531,41.3913372,b2c2ccb1572a32ff,"22",HAWKS PATH,,,,,,"1323"
-78.0280778,41.3912138,aaa1e823e88fe3d2,"26",HAWKS PATH,,,,,,"2208"
-78.0290895,41.3910591,351e12b5180d1f37,"22",TEDS LN,,,,,,"9222"
-78.0294746,41.3910311,d48eb2f8049f1dc0,"54",KEPHART RD,,,,,,"8212"
-78.0288767,41.390917,080c0a03b4f3ff14,,,,,,,,
-78.0297412,41.3908121,220c86134481a793,"74",KEPHART RD,,,,,,"7144"
-78.0293087,41.3908101,2b30a5fe96ebbb4c,,,,,,,,
-78.0289838,41.3907816,2d9e03fded9d57a2,"37",TEDS LN,,,,,,"9152"
-78.0285389,41.3907034,007b81242f4b1a8c,"5876",FIRST FORK RD,,,,,,"0079"
-78.0298731,41.3906743,39887d5c877bc828,"86",KEPHART RD,,,,,,"7009"
-78.0290882,41.3905781,17a082cc9616c09b,"53",TEDS LN,,,,,,"9025"
-78.0296814,41.3905645,cf9818ec21024a50,"83",KEPHART RD,,,,,,"7065"
-78.0294823,41.3904671,8be18cbfbbfc5541,"70",TEDS LN,,,,,,"8011"
-78.0292027,41.3903977,b0ddbf77bb4099f0,"67",TEDS LN,,,,,,"8998"
-78.0297357,41.3903689,b78c379e696592ca,"97",KEPHART RD,,,,,,"7947"
-78.0296725,41.3902871,356a407eb14b713c,"86",TEDS LN,,,,,,"7964"
-78.0292309,41.3902681,0e8d58f8b71c4922,,,,,,,,
-78.0299728,41.390246,905773ab19f3d188,"111",KEPHART RD,,,,,,"6973"
-78.0297069,41.3902311,1556d068df9ce886,,,,,,,,
-78.0293645,41.3901683,de5e9084936e499a,"83",TEDS LN,,,,,,"8940"
-78.03012,41.39015,62aba542d8689810,"121",KEPHART RD,,,,,,"6839"
-78.0298401,41.3900688,737da3ff67d54a9c,"102",TEDS LN,,,,,,"7816"
-78.0295415,41.3899711,8c12c1d543862189,"99",TEDS LN,,,,,,"7893"
-78.0304556,41.3898591,f36066a174d8edca,"147",KEPHART RD,,,,,,"5749"
-78.0295794,41.3898147,20fe953ac701bb5d,,,,,,,,
-78.0297619,41.3897413,259bc4c6e7ace8b0,"119",TEDS LN,,,,,,"7735"
-78.0306278,41.389706,476661af320fe3c8,"161",KEPHART RD,,,,,,"4793"
-78.0298642,41.3896281,79a50e05f47ae882,"127",TEDS LN,,,,,,"7700"
-78.0308429,41.3895067,06d33e156fdc1a2d,"177",KEPHART RD,,,,,,"4646"
-78.0310116,41.3894609,1bdc1fcdba7eac59,,,,,,,,
-78.0299924,41.3893736,299201752422bf07,"151",TEDS LN,,,,,,"6671"
-78.0301381,41.3891818,6fca0c948bb01eb1,"165",TEDS LN,,,,,,"6534"
-78.0312522,41.3891572,550149f1d3b01f46,"209",KEPHART RD,,,,,,"3523"
-78.0302442,41.3891296,25b1e9b92b82e6fc,,,,,,,,
-78.030315,41.3890002,80d96de177a1355e,"179",TEDS LN,,,,,,"5488"
-78.0304714,41.3887834,06afd3201e0da1fb,"197",TEDS LN,,,,,,"5440"
-78.0311401,41.388624,0a9584e80938a24a,,,,,,,,
-78.0346798,41.3884929,f6ba0c997ecc4955,,,,,,,,
-78.0348897,41.3884436,6c6085924b4bfb4d,"105",JOES RUN TRL,,,,,,"3228"
-78.0347341,41.3883774,1ac39fcb83f14c7b,"103",JOES RUN TRL,,,,,,"3275"
-78.0320709,41.3883052,6359ea164b6785d1,"5625",FIRST FORK RD,,,,,,"1202"
-78.0345139,41.3880844,3c43fc55e0a3901b,"159",BULL PIT RD,,,,,,"4135"
-78.0320215,41.3880866,6e1430f79154a59e,,,,,,,,"1114"
-78.0341417,41.3879737,73f88714e6591322,"160",BULL PIT RD,,,,,,"5131"
-78.0309588,41.3878918,47b8c62688d79e4c,"5648",FIRST FORK RD,,,,,,"4007"
-78.0321358,41.3878805,a7f063f289a569d3,,,,,,,,
-78.0323688,41.387869,0991d7da5a82cb05,,,,,,,,"0017"
-78.0327362,41.3878094,3489e69d87accddd,"335",KEPHART RD,,,,,,"9014"
-78.0318757,41.3877288,7e54906c341543a7,"5607",FIRST FORK RD,,,,,,"1051"
-78.0678114,41.3876348,4ac625dd753d00b3,"4482",LICK ISLAND FOREST RD,,,,,,"2091"
-78.0322503,41.3875711,1eac7140febc4a47,,,,,,,,"0956"
-78.0380344,41.3827033,0d25875daef82754,,,,,,,,
-78.037689,41.3823526,f62540aa73694988,"5129",FIRST FORK RD,,,,,,"5056"
-78.0360758,41.3821053,ba4498952ff7a72a,"5154",FIRST FORK RD,,,,,,"9997"
-78.0360078,41.3820351,77fab026196eb144,,,,,,,,"0914"
-78.03867,41.3819628,fa5dc061476a0e15,"852",KEPHART RD,,,,,,"2982"
-78.038387,41.3816526,da9748a0492e7607,,,,,,,,
-78.0391379,41.3814678,fd41b8fc98883586,"890",KEPHART RD,,,,,,"1754"
-78.0385756,41.3814384,604fbca2787b0c27,"879",KEPHART RD,,,,,,"3703"
-78.0392847,41.381199,17d435edebdacb97,"910",KEPHART RD,,,,,,"1614"
-78.0392723,41.3810377,c7f9dd8975c7e61c,,,,,,,,
-78.0393933,41.3807799,9d72ddfaeabb8043,,,,,,,,
-78.0385156,41.3784165,ef2fa251d5379376,"4662",FIRST FORK RD,,,,,,"3623"
-78.0390834,41.3779367,67b29d58ee4ffd7d,,,,,,,,
-78.0394427,41.3775447,8b90fd29fd314b30,"4654",FIRST FORK RD,,,,,,"0361"
-78.0390771,41.376103,93ce0fd63981a9f2,,,,,,,,
-78.0394853,41.3760793,6863c5a443eaff92,"4648",FIRST FORK RD,,,,,,"0758"
-78.0390064,41.3760249,569b5213c6f4a807,,,,,,,,
-78.052383,41.3730833,752f8a3d515a6af0,"3205",LICK ISLAND FOREST RD,,,,,,"5700"
-78.0527148,41.3725046,b9b0ae294d146845,"170",MILLER HOLLOW RD,,,,,,"4419"
-78.0533102,41.3724309,bfd4f785cf524703,"183",MILLER HOLLOW RD,,,,,,"2456"
-78.0530298,41.3722838,ba4cf87c94f5987e,"167",MILLER HOLLOW RD,,,,,,"3431"
-78.0447655,41.3722999,9185b602a801c575,"4325",FIRST FORK RD,,,,,,"5490"
-78.0528567,41.3721257,0bd27cc2052a49dd,"149",MILLER HOLLOW RD,,,,,,"3375"
-78.0450496,41.3721302,8d714cb6b5e1d3d3,"4305",FIRST FORK RD,,,,,,"5324"
-78.052345,41.3720899,e9a0fc631a31f16f,"136",MILLER HOLLOW RD,,,,,,"5313"
-78.0527018,41.3719311,216ba81f27a1bad2,"135",MILLER HOLLOW RD,,,,,,"4218"
-78.0456786,41.37194,bf361d433c759678,"4275",FIRST FORK RD,,,,,,"3247"
-78.0525877,41.371794,6105095c59f7774a,"123",MILLER HOLLOW RD,,,,,,"4253"
-78.052064,41.3717611,810ef28bb6dc13e7,"108",MILLER HOLLOW RD,,,,,,"5291"
-78.0524957,41.3716665,0406622f6e00c04a,"115",MILLER HOLLOW RD,,,,,,"4178"
-78.0520375,41.3716192,99a227b95b692a0f,"100",MILLER HOLLOW RD,,,,,,"6106"
-78.0523655,41.3715339,4df676ba5c92db07,"103",MILLER HOLLOW RD,,,,,,"5113"
-78.0500747,41.3714177,c568c06d5af007ec,,,,,,,,
-78.0512838,41.3713808,2cfa19a9a890a1ab,"3063",LICK ISLAND FOREST RD,,,,,,"8008"
-78.0523188,41.3713503,0045c7756cf49c93,"89",MILLER HOLLOW RD,,,,,,"5027"
-78.050043,41.3712056,811a77b5e8011f2a,"255",LICK ISLAND CIR,,,,,,"1041"
-78.0476848,41.3712015,a0ee06ed2c423e70,"372",LICK ISLAND CIR,,,,,,"7091"
-78.0512422,41.3711095,38da19e8b90f193a,,,,,,,,
-78.049972,41.3710041,4a40a2e74cf73925,,,,,,,,
-78.0510845,41.370983,b995f21d489fa60b,"193",LICK ISLAND CIR,,,,,,"8963"
-78.0504292,41.3709107,5d6178729ad695de,"3013",LICK ISLAND FOREST RD,,,,,,"0940"
-78.0514313,41.3708875,6e2df7880653f60c,"177",LICK ISLAND CIR,,,,,,"7960"
-78.0515982,41.3706915,e67235667b93c95c,"165",LICK ISLAND CIR,,,,,,"7822"
-78.0493946,41.3705329,7bb11fac5f343936,"274",LICK ISLAND CIR,,,,,,"3726"
-78.049934,41.3705231,6d6a064ba363759a,"250",LICK ISLAND CIR,,,,,,"1776"
-78.0501826,41.3704669,13e475ba2dc8918f,"238",LICK ISLAND CIR,,,,,,"1704"
-78.0506313,41.3704336,7ac6c45ca62806b7,,,,,,,,
-78.0498287,41.3704333,145d8efd4c86d743,,,,,,,,
-78.0508799,41.3703812,6b18d75ae0dc51a2,"190",LICK ISLAND CIR,,,,,,"9711"
-78.0494298,41.3703668,ef2d02674a96f4c2,,,,,,,,
-78.0512238,41.3701222,ba307d3f2c12d60b,"154",LICK ISLAND CIR,,,,,,"8622"
-78.0508557,41.3700115,e7658f5faf502931,,,,,,,,
-78.0516499,41.3699614,d694200fb47f426c,"114",LICK ISLAND CIR,,,,,,"7506"
-78.0517943,41.3695967,fb4993c026b90a92,"97",LICK ISLAND CIR,,,,,,"6463"
-78.0500801,41.3695545,b544e5f812995a19,"57",BROOKSIDE PATH,,,,,,"1431"
-78.0509325,41.3695472,596919c1f602fdb5,"17",BROOKSIDE PATH,,,,,,"9401"
-78.0518447,41.3694737,b2112dad4ced268d,,,,,,,,
-78.0511249,41.3694555,37070d7970bdbf47,"9",BROOKSIDE PATH,,,,,,"8347"
-78.0521157,41.3694132,0335be635bb927a6,,,,,,,,"5376"
-78.0516841,41.3694078,ded16b554a85d183,,,,,,,,
-78.0505272,41.3693965,123982994278683d,"34",BROOKSIDE PATH,,,,,,"0315"
-78.0514432,41.3693667,c9d4556d0c72291f,,,,,,,,
-78.0514312,41.3692816,11aa317c29747288,"69",LICK ISLAND CIR,,,,,,"7361"
-78.0519154,41.3691925,61ebd71fbeeece60,,,,,,,,
-78.0508851,41.3691865,6e2341f24d79c103,"44",LICK ISLAND CIR,,,,,,"9218"
-78.0516539,41.3691513,975422ac63e2b3bd,"70",MOUNTAINVIEW LN,,,,,,"7206"
-78.0507769,41.3688207,bffaf593e39899bd,"23",LICK ISLAND CIR,,,,,,"9144"
-78.0509399,41.3688169,5a5cfae9c06a3015,,,,,,,,
-78.051384,41.3688028,24e1f636349ec339,,,,,,,,
-78.0511557,41.3687476,c4aaad9f958d3a43,"32",MOUNTAINVIEW LN,,,,,,"8142"
-78.0518962,41.3687301,6d82d71f51053377,"57",MOUNTAINVIEW LN,,,,,,"6131"
-78.0515317,41.3687129,7a073799224a5637,,,,,,,,
-78.0518133,41.3685873,42512f4fe501f105,,,,,,,,
-78.0516798,41.3685367,b236f39adce354f1,"39",MOUNTAINVIEW LN,,,,,,"6094"
-78.0512759,41.3677871,62cf972430d79737,"174",ANGLERS PATH,,,,,,"8707"
-78.05142,41.367686,9a739a29d645b16d,"170",ANGLERS PATH,,,,,,"7763"
-78.0516293,41.367551,ec5a7754f54994b6,,,,,,,,
-78.0517507,41.3675461,5d2b3c1c30305841,,,,,,,,
-78.0518031,41.3675124,777d70e69e1a8c80,"164",ANGLERS PATH,,,,,,"6667"
-78.0519348,41.3673707,197e28c54da169ad,"160",ANGLERS PATH,,,,,,"6621"
-78.0520915,41.3672792,078348c0ab5e6c43,"156",ANGLERS PATH,,,,,,"5588"
-78.0526497,41.3668602,50d123e1b1371f4c,"116",ANGLERS PATH,,,,,,"4423"
-78.0562599,41.3668275,b53797def9fc8f21,,,,,,,,
-78.0529213,41.3666873,e026c8da58b3d365,"94",ANGLERS PATH,,,,,,"3357"
-78.0560971,41.3666303,9c0850da0b95bd5d,,,,,,,,
-78.0566825,41.3665841,5e1002000800c26e,"3681",FIRST FORK RD,,,,,,"3323"
-78.0532258,41.3663866,8614e52dd2acf26f,"70",ANGLERS PATH,,,,,,"2266"
-78.0533584,41.3663748,e169db25db3e3937,,,,,,,,
-78.0537119,41.366114,926de4741cd75404,"38",ANGLERS PATH,,,,,,"1136"
-78.0538521,41.3659231,4787a1543dcec4b5,"22",ANGLERS PATH,,,,,,"0099"
-78.0543084,41.3656774,915edc8ed80d7a3d,"3648",FIRST FORK RD,,,,,,"9070"
-78.0577357,41.365501,d9502b2458dded30,,,,,,,,
-78.0557984,41.36535,c2877afa99cd917b,,,,,,,,
-78.0548581,41.3652696,bb983630937593ab,,,,,,,,
-78.055935,41.3652168,42b99c9f81a89f9d,"3565",FIRST FORK RD,,,,,,"5823"
-78.0549676,41.3652034,e5dc5ac4764ce57b,,,,,,,,
-78.0575899,41.3651853,a02248ff2e6ea2b2,,,,,,,,
-78.0561224,41.3651087,12ace1ee20cbb0d8,,,,,,,,
-78.0573098,41.3650678,22f4527c1a77db9e,"3483",FIRST FORK RD,,,,,,"1748"
-78.0576871,41.3650628,673201233ae83044,,,,,,,,
-78.0551731,41.365063,d256a9551aa277e8,"3588",FIRST FORK RD,,,,,,"7738"
-78.0555277,41.3648379,716d6286b4342e78,"3564",FIRST FORK RD,,,,,,"6730"
-78.057822,41.3645122,48bad0b6fee9921f,"3475",FIRST FORK RD,,,,,,"0508"
-78.0580969,41.3645024,df928c8384724d8a,,,,,,,,
-78.0560502,41.3644696,77753b4c154b4e54,"3526",FIRST FORK RD,,,,,,"4596"
-78.056494,41.3642123,44a74ab79b4b82df,"3498",FIRST FORK RD,,,,,,"3467"
-78.058765,41.3641491,383dd7952a9bac4d,,,,,,,,
-78.0594979,41.3641408,cffc0374d7fd0870,,,,,,,,
-78.0586698,41.3640235,7e7e9f9bcdc3371c,,,,,,,,
-78.0586698,41.3640235,7e7e9f9bcdc3371c,,,,,,,,
-78.059145,41.3639896,e7430c5e8be19449,"44",GARMAN RD,,,,,,"6349"
-78.0578407,41.3638073,81e465e8a57d641a,"3427",FIRST FORK RD,,,,,,"9392"
-78.0570486,41.3638003,91a645c2751d812b,"3458",FIRST FORK RD,,,,,,"2312"
-78.0591862,41.3635626,54bf4f1007f9b1d2,"64",GARMAN RD,,,,,,"6223"
-78.0575022,41.3635561,6272987e71455033,"3428",FIRST FORK RD,,,,,,"0293"
-78.0586518,41.3633834,2cf0261041ef0ff5,"51",GARMAN RD,,,,,,"7177"
